% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=550052, Sun Dec 15 14:14:29 2019
28 336 -0.22370419591244356 -5.33146408236342e-06 0.0001708382775377742 0.2194178178320324 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
29 348 -0.238418722160696 -0.0016337484695972064 0.0007255691150417792 0.239889814009626 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
30 360 -0.25150850842774775 -0.0006043788510341335 0.002143067153305149 0.23770308815848182 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
31 372 -0.24406708017494197 -0.0012683992549827666 0.0004752378402801953 0.23732353056864502 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
32 384 -0.24037004564493364 -1.3849078183244056e-05 0.0007604136581028943 0.23418399294522868 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
33 396 -0.24850805852200133 -0.002572874931168861 0.00041546563397721324 0.24618367590397056 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
34 408 -0.23892219240351298 -0.00022800329298078525 6.674655724392399e-05 0.251469249441832 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
35 420 -0.23264256714015838 -6.52814170452762e-05 0.00021647462215394905 0.22965508602656132 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
36 432 -0.23558869144311098 -0.0011127278827002191 9.364949362431467e-05 0.22012069364620515 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
37 444 -0.23672884098487912 -0.00011088134651253596 0.000755834545594991 0.21526531386549308 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
38 456 -0.22927628829518806 -0.00012834491509800612 0.00023541361615397037 0.1935741815560448 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
39 468 -0.21955337972088793 -0.0001490265299924059 0.00023790716606481737 0.1981427868549328 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
40 480 -0.2225480731397393 -0.000489803806013439 0.0007933566568723532 0.18953810436800858 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
41 492 -0.24087534374548103 -0.00019357629245823367 0.00022463536632128387 0.2006411934659759 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
42 504 -0.23496642732573578 -0.00041166724262698393 0.00018648811932308367 0.2034356045584425 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
43 516 -0.22685063331760272 -0.0007095206883403142 0.0004487734242734538 0.1873951344774689 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
44 528 -0.2098772524027452 -0.00011710678608642203 0.001034540116249038 0.18581570491860114 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
45 540 -0.20775456164623707 -3.218318615489011e-05 0.00017134069483166112 0.19072518121702112 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
46 552 -0.20361671556441083 -0.0007333564658528534 0.0009164312629161863 0.1886499266937729 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
47 564 -0.1999152145218479 -0.0014381505321253943 0.00025101103348207734 0.20424274647335736 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
48 576 -0.202180042665082 -0.0006201826083034466 0.0006590786068888747 0.2045063656878576 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
49 588 -0.20059046528453547 -0.001012175839978235 6.025822443304172e-05 0.20219119926963575 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
50 600 -0.2021601202716213 -0.001611035864580436 0.0002285846184896086 0.1895525356634733 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
51 612 -0.21156122725791002 -0.0001793073072559953 0.00011468814477289834 0.186592967058656 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
52 624 -0.2385446226550381 -0.00010686848292714656 0.00040784780422723323 0.2125746225915082 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
53 636 -0.2418568381064932 -0.00010260177712410492 0.0003468172694621285 0.20843337757146294 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
54 648 -0.22701110971730334 -0.001737720268933418 0.0004057853281530209 0.1934234967308725 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
55 660 -0.23071465896863314 -0.0022501887708783596 0.0005234735391126328 0.17405091027267713 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
56 672 -0.21163613970421255 -0.0015482651652958493 0.00010894232981597554 0.1655855383345387 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
57 684 -0.21800040024713033 -0.0002640162473473745 0.00026958403621015056 0.17679080527529875 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
